invoiceID,customerID,prodID,saleDate,amt,qty,discounted
48441,16,34,2006-10-09,52433.92,154,0
48458,2,34,2006-03-21,44943.36,132,0
48665,17,34,2008-02-24,18726.4,55,0
48692,38,34,2008-04-26,46645.76,137,0
48725,28,34,2005-12-21,22471.68,66,0
48729,9,34,2006-10-19,52774.4,155,0
48800,4,34,2008-06-14,34388.48,101,0
48853,29,34,2005-03-10,59584,175,0
48863,34,34,2009-03-27,6469.12,19,0
48913,17,34,2007-09-28,47326.72,139,0
48996,13,34,2007-10-30,20769.28,61,0
49076,22,34,2009-09-30,62307.84,183,0
49109,37,34,2009-12-09,5788.16,17,0
49123,5,34,2006-05-26,47326.72,139,0
49366,17,34,2006-03-16,34728.96,102,0
49449,3,34,2008-10-01,25876.48,76,0
49612,38,34,2006-05-13,3745.28,11,0
49712,20,34,2005-12-14,67074.56,197,0
49722,7,34,2010-06-18,27238.4,80,0
49789,38,34,2009-11-25,7490.56,22,0
49883,24,34,2006-07-10,9533.44,28,0
49927,39,34,2006-01-08,57200.64,168,0
49959,24,34,2007-06-09,38814.72,114,0
49975,32,34,2006-09-19,14640.64,43,0
50029,37,34,2007-01-24,8852.48,26,0
50060,19,34,2007-06-14,10214.4,30,0
50122,8,34,2010-02-18,56519.68,166,0
50151,4,34,2009-08-18,55838.72,164,0
50324,2,34,2010-07-09,7831.04,23,0
50328,8,34,2010-10-03,55498.24,163,0
50422,33,34,2006-09-28,8171.52,24,0
50469,27,34,2005-08-02,29962.24,88,0
50537,25,34,2006-03-16,14981.12,44,0
50563,40,34,2007-03-31,54476.8,160,0
50642,4,34,2007-09-07,35069.44,103,0
50660,2,34,2005-08-17,38133.76,112,0
50844,12,34,2010-09-02,64691.2,190,0
50894,33,34,2006-05-12,33707.52,99,0
51010,11,34,2007-03-16,52433.92,154,0
51045,35,34,2006-11-30,14640.64,43,0
51093,37,34,2009-02-27,7831.04,23,0
51163,6,34,2010-05-14,56179.2,165,0
51229,36,34,2008-07-19,56179.2,165,0
51241,22,34,2006-11-07,47326.72,139,0
51267,19,34,2009-03-26,60605.44,178,0
51311,14,34,2006-08-18,19747.84,58,0
51372,17,34,2006-03-08,22131.2,65,0
51590,27,34,2008-04-11,51072,150,0
51654,10,34,2005-06-24,46645.76,137,0
51710,38,34,2005-07-18,65031.68,191,0
51820,27,34,2005-11-08,11576.32,34,0
51850,27,34,2008-12-15,65031.68,191,0
51992,29,34,2006-07-01,56179.2,165,0
52014,15,34,2009-05-02,8171.52,24,0
52123,16,34,2007-03-27,50731.52,149,0
52233,25,34,2006-06-01,17024,50,0
52275,9,34,2007-09-20,47667.2,140,0
52356,37,34,2006-12-24,43240.96,127,0
52406,12,34,2008-03-17,44602.88,131,0
52417,30,34,2006-03-07,18726.4,55,0
52624,27,34,2006-04-26,17704.96,52,0
52627,14,34,2010-03-30,24855.04,73,0
52682,31,34,2005-06-26,4426.24,13,0
52766,14,34,2008-11-07,67074.56,197,0
52818,28,34,2008-03-28,20428.8,60,0
52821,19,34,2005-04-07,50050.56,147,0
52829,16,34,2008-03-07,42900.48,126,0
52864,24,34,2006-04-08,58222.08,171,0
52958,32,34,2008-01-14,10895.36,32,0
53017,8,34,2007-04-22,57881.6,170,0
53054,12,34,2007-07-17,25195.52,74,0
53214,32,34,2009-04-05,46305.28,136,0
53234,39,34,2006-04-24,54817.28,161,0
53297,33,34,2006-12-15,15662.08,46,0
53339,23,34,2006-10-04,17024,50,0
53385,34,34,2007-09-22,40857.6,120,0
53498,32,34,2007-03-24,52433.92,154,0
53539,21,34,2006-09-03,39495.68,116,0
53648,27,34,2008-05-26,41879.04,123,0
53808,6,34,2008-11-14,35750.4,105,0
53822,38,34,2005-01-25,16683.52,49,0
53848,20,34,2005-02-17,58903.04,173,0
53879,7,34,2010-07-03,43581.44,128,0
53982,18,34,2006-11-30,16002.56,47,0
54052,9,34,2010-02-07,53114.88,156,0
54092,38,34,2006-04-14,61967.36,182,0
54102,21,34,2008-05-20,36431.36,107,0
54106,7,34,2009-09-07,59243.52,174,0
54150,25,34,2009-09-08,21450.24,63,0
54159,6,34,2010-10-19,39155.2,115,0
54230,34,34,2005-04-15,4426.24,13,0
54288,33,34,2005-07-06,13959.68,41,0
54464,38,34,2009-12-16,27578.88,81,0
54493,19,34,2006-03-22,42560,125,0
54497,1,34,2007-08-28,41879.04,123,0
54504,33,34,2008-01-03,9873.92,29,0
54746,1,34,2005-12-11,16343.04,48,0
54775,21,34,2007-02-23,8171.52,24,0
54915,20,34,2008-08-03,9533.44,28,0
55008,40,34,2007-01-09,21790.72,64,0
55120,29,34,2005-08-18,48007.68,141,0
55142,5,34,2010-08-15,12257.28,36,0
55197,28,34,2008-02-21,4426.24,13,0
55315,14,34,2010-08-17,35750.4,105,0
55494,1,34,2006-04-08,59924.48,176,0
55537,26,34,2009-10-24,46986.24,138,0
36,33,35,2008-07-02,100659,178,0
41,18,35,2005-11-14,87380.59,191,1
101,34,35,2009-04-05,63901.5,113,0
142,34,35,2006-01-19,65032.5,115,0
174,6,35,2007-09-18,36192,64,0
329,20,35,2006-04-06,108576,192,0
389,8,35,2008-08-06,35626.5,63,0
450,9,35,2006-11-07,23751,42,0
458,12,35,2009-09-18,48633,86,0
474,40,35,2008-07-19,53722.5,95,0
550,40,35,2009-03-19,39019.5,69,0
662,3,35,2008-06-11,11875.5,21,0
757,29,35,2010-01-14,32799,58,0
843,29,35,2005-09-02,39019.5,69,0
924,23,35,2006-02-25,13572,24,0
928,37,35,2009-07-09,71818.5,127,0
1114,39,35,2008-12-20,74646,132,0
1308,27,35,2009-10-02,20923.5,37,0
1354,11,35,2007-08-01,45240,80,0
1364,2,35,2006-07-10,56550,100,0
1492,16,35,2006-08-15,22620,40,0
1622,8,35,2008-04-23,95004,168,0
1631,13,35,2008-05-12,53157,94,0
1774,8,35,2009-01-08,72384,128,0
1825,9,35,2006-11-18,14137.5,25,0
1895,9,35,2006-05-08,113100,200,0
1896,7,35,2006-04-04,31668,56,0
1944,26,35,2006-09-02,53157,94,0
1968,34,35,2010-09-28,57681,102,0
1976,4,35,2009-11-19,100093.5,177,0
2038,13,35,2006-07-13,54288,96,0
2297,9,35,2005-12-19,81432,144,0
2332,6,35,2005-03-02,54288,96,0
2405,36,35,2009-11-23,35061,62,0
2467,8,35,2010-05-19,24316.5,43,0
2474,23,35,2009-10-27,31102.5,55,0
2521,33,35,2005-11-23,84825,150,0
2544,39,35,2007-01-20,67860,120,0
2550,13,35,2005-02-02,10744.5,19,0
2558,31,35,2006-09-12,63901.5,113,0
2611,8,35,2007-05-17,6786,12,0
2664,39,35,2008-06-21,5655,10,0
2710,40,35,2006-08-02,32799,58,0
2756,11,35,2008-01-09,83694,148,0
2781,2,35,2006-02-03,50329.5,89,0
2814,3,35,2007-03-25,27144,48,0
2875,2,35,2005-06-03,95569.5,169,0
2896,22,35,2006-06-01,44674.5,79,0
2954,30,35,2005-06-25,28840.5,51,0
3025,16,35,2007-07-29,54853.5,97,0
3063,14,35,2009-02-25,76908,136,0
3156,9,35,2008-06-18,91611,162,0
3196,4,35,2007-03-31,14137.5,25,0
3334,14,35,2005-04-03,36757.5,65,0
3427,4,35,2008-03-03,32233.5,57,0
3487,12,35,2010-01-04,17530.5,31,0
3537,17,35,2010-08-02,26013,46,0
3618,21,35,2006-07-24,101224.5,179,0
3645,16,35,2010-05-20,46936.5,83,0
3751,27,35,2009-03-07,24882,44,0
3766,26,35,2006-09-26,110272.5,195,0
3805,19,35,2007-02-08,78604.5,139,0
3811,29,35,2007-04-26,67860,120,0
3853,6,35,2008-12-11,21489,38,0
3902,14,35,2006-04-22,40716,72,0
3922,1,35,2009-12-25,57681,102,0
3967,19,35,2009-11-02,79735.5,141,0
3990,4,35,2008-06-30,92742,164,0
4145,2,35,2010-03-06,71818.5,127,0
4250,26,35,2006-08-15,101790,180,0
4288,22,35,2009-03-21,90480,160,0
4315,19,35,2010-06-24,80301,142,0
4378,5,35,2009-09-23,98397,174,0
4382,5,35,2005-09-09,83694,148,0
4390,18,35,2007-03-25,89914.5,159,0
4463,32,35,2005-08-08,110272.5,195,0
4558,21,35,2006-02-26,81997.5,145,0
4563,14,35,2005-10-31,47502,84,0
4585,19,35,2009-08-23,61074,108,0
4613,25,35,2005-03-25,6220.5,11,0
4637,3,35,2008-10-21,40716,72,0
4725,28,35,2010-10-29,93307.5,165,0
4806,4,35,2007-11-27,49764,88,0
4818,37,35,2008-09-19,49198.5,87,0
4862,8,35,2009-01-04,9613.5,17,0
5064,33,35,2008-01-16,98962.5,175,0
5095,17,35,2006-03-26,63336,112,0
5097,30,35,2009-11-27,45240,80,0
5117,29,35,2009-10-31,59377.5,105,0
5146,13,35,2006-04-27,59377.5,105,0
5726,30,35,2007-09-30,71818.5,127,0
5874,39,35,2008-05-29,87652.5,155,0
5887,40,35,2009-09-19,26578.5,47,0
5947,25,35,2010-07-19,26013,46,0
5983,40,35,2005-05-19,100093.5,177,0
6028,6,35,2009-10-10,97831.5,173,0
6097,23,35,2005-02-09,106314,188,0
6117,24,35,2006-05-08,70122,124,0
6191,31,35,2005-03-22,79735.5,141,0
6221,35,35,2005-09-03,47502,84,0
6229,33,35,2009-07-25,55419,98,0
6278,16,35,2009-03-01,109707,194,0
6431,12,35,2008-02-26,41847,74,0
6452,21,35,2006-04-28,44109,78,0
6559,13,35,2010-10-15,54853.5,97,0
6656,11,35,2007-11-25,49764,88,0
6678,32,35,2008-02-24,15834,28,0
6704,6,35,2006-12-28,37888.5,67,0
6816,36,35,2010-10-24,88783.5,157,0
6833,2,35,2010-03-16,38454,68,0
6897,36,35,2010-07-22,106879.5,189,0
6938,22,35,2010-09-17,19792.5,35,0
7079,8,35,2010-04-27,35626.5,63,0
7237,21,35,2010-03-14,6786,12,0
7447,33,35,2005-05-04,33364.5,59,0
7521,11,35,2006-02-21,98397,174,0
7745,12,35,2005-08-14,32233.5,57,0
7766,5,35,2009-01-25,62770.5,111,0
7786,33,35,2009-09-04,81997.5,145,0
7840,17,35,2005-02-25,15268.5,27,0
7842,17,35,2007-02-25,111403.5,197,0
7887,22,35,2007-08-24,19792.5,35,0
7949,37,35,2008-11-02,101790,180,0
7972,36,35,2006-12-30,21489,38,0
7973,36,35,2007-12-30,81432,144,0
7976,17,35,2007-06-17,30537,54,0
7984,23,35,2010-08-14,26578.5,47,0
7990,13,35,2005-08-15,96135,170,0
7996,9,35,2005-10-12,41281.5,73,0
8029,3,35,2008-01-02,39019.5,69,0
8075,6,35,2009-09-19,20923.5,37,0
8143,18,35,2009-08-19,59943,106,0
8160,2,35,2008-10-26,6220.5,11,0
8188,34,35,2009-08-23,62205,110,0
8191,10,35,2010-07-21,71818.5,127,0
8340,6,35,2006-01-15,65032.5,115,0
8345,20,35,2006-02-24,101224.5,179,0
8644,35,35,2010-06-08,85956,152,0
8665,3,35,2010-04-10,76342.5,135,0
8701,13,35,2009-10-04,19227,34,0
8707,32,35,2006-09-17,103486.5,183,0
8765,37,35,2006-07-07,27709.5,49,0
8806,11,35,2010-01-03,103486.5,183,0
8852,40,35,2010-10-13,31668,56,0
8857,26,35,2007-07-26,51460.5,91,0
8858,35,35,2009-04-06,52591.5,93,0
8896,12,35,2008-11-27,12441,22,0
8942,10,35,2009-03-16,37888.5,67,0
8985,16,35,2006-11-22,23751,42,0
8988,20,35,2007-04-15,83128.5,147,0
9000,7,35,2006-07-27,105748.5,187,0
9007,27,35,2010-08-13,98962.5,175,0
9025,2,35,2005-11-06,78604.5,139,0
9035,31,35,2006-04-26,30537,54,0
9051,7,35,2010-01-05,89349,158,0
9059,38,35,2006-04-16,39019.5,69,0
9125,39,35,2007-05-11,102921,182,0
9137,2,35,2005-11-01,90480,160,0
9193,35,35,2007-07-15,108576,192,0
9200,6,35,2008-05-24,93307.5,165,0
9253,18,35,2010-04-24,88783.5,157,0
9353,39,35,2007-06-19,53157,94,0
9406,25,35,2005-01-17,7917,14,0
9442,16,35,2005-06-16,27709.5,49,0
9450,9,35,2009-09-26,30537,54,0
9485,36,35,2008-09-29,104617.5,185,0
9548,35,35,2007-08-11,66163.5,117,0
9591,23,35,2005-12-25,56550,100,0
9617,16,35,2006-03-11,58246.5,103,0
9621,27,35,2009-06-09,52026,92,0
9724,37,35,2007-03-31,95569.5,169,0
9764,32,35,2006-08-03,73515,130,0
9790,20,35,2008-08-21,24882,44,0
9798,18,35,2008-07-14,63901.5,113,0
9800,18,35,2006-07-14,91611,162,0
9861,33,35,2006-09-22,80866.5,143,0
9971,1,35,2009-07-05,82563,146,0
10171,5,35,2006-09-20,67860,120,0
10192,26,35,2009-07-06,7917,14,0
10431,16,35,2005-11-28,19227,34,0
10519,22,35,2009-04-11,22054.5,39,0
10524,29,35,2010-07-28,12441,22,0
10650,10,35,2010-03-11,40150.5,71,0
10711,11,35,2005-04-13,49198.5,87,0
10788,14,35,2006-04-07,24882,44,0
10804,21,35,2007-01-05,57681,102,0
10900,7,35,2006-10-08,60508.5,107,0
10933,27,35,2007-08-17,96700.5,171,0
10998,9,35,2007-12-21,57115.5,101,0
11063,33,35,2008-03-01,89914.5,159,0
11065,17,35,2006-03-03,105183,186,0
11071,17,35,2008-03-03,18661.5,33,0
11088,23,35,2005-08-10,13572,24,0
11118,17,35,2005-11-03,13572,24,0
11343,8,35,2009-04-17,23751,42,0
11381,11,35,2006-06-16,92742,164,0
11488,1,35,2006-08-31,67294.5,119,0
11495,1,35,2006-09-11,95569.5,169,0
11549,24,35,2005-08-09,75777,134,0
11726,28,35,2005-06-07,111403.5,197,0
11775,34,35,2005-01-13,80301,142,0
11786,36,35,2010-01-01,63336,112,0
11848,12,35,2008-06-23,84825,150,0
11902,10,35,2008-04-12,48067.5,85,0
11930,29,35,2010-05-01,14137.5,25,0
11934,16,35,2008-05-26,110838,196,0
11950,21,35,2007-10-22,77473.5,137,0
12047,30,35,2008-10-21,61074,108,0
12053,11,35,2010-07-04,89349,158,0
12121,1,35,2005-02-07,19227,34,0
12140,36,35,2007-12-05,84259.5,149,0
12237,39,35,2006-10-05,68425.5,121,0
12313,31,35,2006-01-01,78039,138,0
12315,24,35,2007-07-17,22620,40,0
12356,28,35,2009-07-20,100093.5,177,0
12476,16,35,2005-11-20,6220.5,11,0
12583,33,35,2009-01-14,50329.5,89,0
12631,28,35,2009-06-05,17530.5,31,0
12658,16,35,2008-04-08,70687.5,125,0
12732,40,35,2006-12-20,95004,168,0
13041,15,35,2006-05-26,42412.5,75,0
13051,4,35,2008-04-27,104052,184,0
13085,4,35,2008-10-24,80866.5,143,0
13149,33,35,2006-07-29,35061,62,0
13234,11,35,2008-07-13,103486.5,183,0
13270,5,35,2010-08-07,62770.5,111,0
13456,19,35,2009-09-17,89914.5,159,0
13490,5,35,2007-06-18,90480,160,0
13495,40,35,2005-09-21,83128.5,147,0
13510,19,35,2009-11-06,74646,132,0
13603,33,35,2010-09-08,20923.5,37,0
13712,27,35,2009-06-19,58812,104,0
13777,1,35,2009-05-06,46371,82,0
13779,37,35,2010-02-13,93873,166,0
13806,28,35,2010-08-11,62205,110,0
13872,13,35,2008-05-22,104052,184,0
13978,26,35,2009-08-25,19227,34,0
14093,40,35,2007-01-15,48067.5,85,0
14139,25,35,2006-08-17,18096,32,0
14325,26,35,2008-11-27,77473.5,137,0
14342,28,35,2010-10-10,22054.5,39,0
14382,9,35,2009-11-15,87652.5,155,0
14392,11,35,2010-01-13,11875.5,21,0
14475,10,35,2009-01-26,54288,96,0
14518,37,35,2010-10-18,102355.5,181,0
14745,29,35,2008-10-08,40716,72,0
14785,4,35,2005-06-21,84825,150,0
14902,7,35,2005-10-14,57681,102,0
14927,11,35,2007-04-25,101790,180,0
15054,1,35,2007-01-05,26013,46,0
15122,36,35,2005-09-16,72384,128,0
15205,19,35,2008-02-03,95004,168,0
15408,23,35,2010-09-24,24316.5,43,0
15484,18,35,2007-09-30,74646,132,0
15540,14,35,2006-08-12,101224.5,179,0
15562,27,35,2008-07-10,45805.5,81,0
15563,27,35,2009-07-10,58812,104,0
15573,34,35,2006-05-27,49198.5,87,0
15583,28,35,2005-08-15,75211.5,133,0
15645,35,35,2010-04-05,105183,186,0
15650,27,35,2008-07-31,9613.5,17,0
15741,2,35,2008-07-12,10179,18,0
15970,32,35,2007-06-06,38454,68,0
16078,35,35,2008-11-17,110272.5,195,0
16100,31,35,2006-10-28,92742,164,0
16108,29,35,2009-04-23,71253,126,0
16131,9,35,2010-06-06,70687.5,125,0
16228,20,35,2007-03-21,91611,162,0
16338,40,35,2010-06-14,72384,128,0
16386,6,35,2007-05-15,58246.5,103,0
16423,35,35,2007-03-17,41281.5,73,0
16424,5,35,2005-02-05,71253,126,0
16519,14,35,2009-08-19,21489,38,0
16626,12,35,2007-04-14,37888.5,67,0
16872,17,35,2006-01-01,88783.5,157,0
16877,35,35,2009-08-02,102921,182,0
16916,24,35,2008-09-17,91045.5,161,0
16989,11,35,2010-07-19,51460.5,91,0
17207,38,35,2009-05-21,86521.5,153,0
17219,19,35,2005-07-27,85956,152,0
17266,18,35,2010-03-09,80301,142,0
17279,26,35,2010-10-23,17530.5,31,0
17372,9,35,2006-09-29,89349,158,0
17436,20,35,2008-05-19,49198.5,87,0
17447,2,35,2010-02-06,65598,116,0
17759,9,35,2007-08-04,88783.5,157,0
17796,38,35,2006-04-23,111969,198,0
17819,20,35,2007-12-02,87652.5,155,0
17907,21,35,2005-12-11,66729,118,0
17952,24,35,2006-01-02,81432,144,0
18123,34,35,2010-01-26,31668,56,0
18164,21,35,2007-12-07,44109,78,0
18212,38,35,2005-05-16,104617.5,185,0
18312,22,35,2008-04-15,50329.5,89,0
18384,15,35,2009-11-13,55984.5,99,0
18386,30,35,2010-10-14,32799,58,0
18436,20,35,2008-09-07,107445,190,0
18476,7,35,2009-07-17,52591.5,93,0
18496,28,35,2010-01-07,86923.1,190,1
18684,25,35,2006-10-09,49764,88,0
18799,32,35,2009-09-18,108010.5,191,0
18812,17,35,2009-09-19,111403.5,197,0
18989,22,35,2006-01-11,18096,32,0
18990,22,35,2007-01-11,7351.5,13,0
19146,17,35,2007-04-23,7917,14,0
19296,6,35,2008-06-18,73515,130,0
19309,37,35,2006-08-17,49198.5,87,0
19352,3,35,2008-04-28,94438.5,167,0
19731,7,35,2005-01-31,68991,122,0
19734,15,35,2005-12-10,31668,56,0
19740,8,35,2009-03-30,26578.5,47,0
19745,18,35,2006-08-22,11875.5,21,0
19838,20,35,2010-05-06,71253,126,0
19986,37,35,2008-05-04,81997.5,145,0
20105,35,35,2009-03-16,43543.5,77,0
20175,15,35,2008-07-20,66163.5,117,0
20209,17,35,2009-07-07,28840.5,51,0
20239,33,35,2009-08-12,27709.5,49,0
20260,30,35,2005-01-09,113100,200,0
20425,15,35,2010-03-22,102355.5,181,0
20612,14,35,2010-03-16,27709.5,49,0
20728,34,35,2009-11-09,71818.5,127,0
20733,10,35,2005-06-11,65032.5,115,0
20808,19,35,2006-07-04,77473.5,137,0
20832,34,35,2009-06-29,84259.5,149,0
20870,37,35,2006-08-28,39019.5,69,0
20925,11,35,2005-01-31,18661.5,33,0
21111,40,35,2008-02-22,50329.5,89,0
21128,5,35,2007-05-17,108010.5,191,0
21170,11,35,2009-05-17,13006.5,23,0
21258,17,35,2006-10-20,103486.5,183,0
21302,8,35,2008-01-09,20923.5,37,0
21400,37,35,2007-06-12,36192,64,0
21422,24,35,2010-10-17,92742,164,0
21445,36,35,2009-01-04,37323,66,0
21453,3,35,2007-08-24,48067.5,85,0
21492,39,35,2008-02-06,79170,140,0
21497,39,35,2006-02-06,78039,138,0
21504,27,35,2005-06-22,92176.5,163,0
21595,17,35,2005-07-26,61639.5,109,0
21634,10,35,2007-09-07,59943,106,0
21635,35,35,2005-02-10,98397,174,0
21684,40,35,2007-03-26,65598,116,0
21811,23,35,2009-01-06,36757.5,65,0
21914,40,35,2010-10-17,50329.5,89,0
22004,31,35,2008-07-08,38454,68,0
22136,17,35,2008-09-27,84259.5,149,0
22209,34,35,2007-11-08,16965,30,0
22217,34,35,2008-11-08,103486.5,183,0
22253,4,35,2007-08-17,101224.5,179,0
22287,15,35,2006-11-12,59377.5,105,0
22349,20,35,2008-07-19,57115.5,101,0
22421,9,35,2009-09-01,70122,124,0
22497,13,35,2009-02-07,81997.5,145,0
22563,38,35,2008-08-24,96700.5,171,0
22737,16,35,2010-09-21,59943,106,0
22742,2,35,2010-01-21,42978,76,0
22803,39,35,2006-05-15,22620,40,0
22816,24,35,2005-03-14,89914.5,159,0
22856,28,35,2010-05-31,34495.5,61,0
22879,2,35,2009-07-17,73515,130,0
22919,26,35,2008-08-30,30537,54,0
22953,34,35,2005-04-08,15268.5,27,0
22980,38,35,2006-05-30,97831.5,173,0
23045,34,35,2006-06-09,107445,190,0
23174,8,35,2005-02-27,75211.5,133,0
23203,20,35,2009-04-22,23185.5,41,0
23325,22,35,2005-06-15,59943,106,0
23359,29,35,2007-08-12,49198.5,87,0
23451,12,35,2008-12-25,18096,32,0
23482,35,35,2009-06-19,106314,188,0
23921,5,35,2010-02-06,45240,80,0
23978,16,35,2006-12-25,83128.5,147,0
24050,15,35,2008-06-29,102921,182,0
24130,13,35,2005-10-19,37888.5,67,0
24191,26,35,2010-03-03,18661.5,33,0
24234,30,35,2006-12-12,13006.5,23,0
24295,9,35,2006-05-09,100659,178,0
24305,10,35,2008-10-15,78039,138,0
24307,10,35,2006-10-15,50895,90,0
24319,1,35,2009-12-30,91045.5,161,0
24458,19,35,2008-07-25,70122,124,0
24517,29,35,2005-05-27,40716,72,0
24613,38,35,2007-12-04,44109,78,0
24704,8,35,2009-06-26,75777,134,0
24790,19,35,2009-02-24,35626.5,63,0
24870,6,35,2006-03-03,7351.5,13,0
24957,21,35,2008-04-14,60508.5,107,0
24999,34,35,2007-01-18,16965,30,0
25032,35,35,2009-12-12,82563,146,0
25094,25,35,2007-07-23,22054.5,39,0
25163,17,35,2007-05-30,31102.5,55,0
25294,12,35,2009-08-17,25447.5,45,0
25399,39,35,2007-01-06,62205,110,0
25446,25,35,2008-02-19,66163.5,117,0
25595,40,35,2006-01-02,81432,144,0
25620,35,35,2006-01-10,6220.5,11,0
25684,38,35,2007-09-08,44674.5,79,0
25837,27,35,2006-06-12,58246.5,103,0
26045,21,35,2008-04-16,59943,106,0
26052,28,35,2007-05-29,23185.5,41,0
26179,39,35,2010-05-19,108010.5,191,0
26180,28,35,2007-04-13,35626.5,63,0
26205,32,35,2005-04-24,80301,142,0
26325,15,35,2009-07-19,36757.5,65,0
26332,25,35,2006-03-18,96135,170,0
26491,26,35,2005-10-21,108576,192,0
26528,13,35,2007-12-25,37888.5,67,0
26582,35,35,2010-01-07,7351.5,13,0
26632,32,35,2008-10-19,54288,96,0
26677,31,35,2006-04-22,47502,84,0
26953,14,35,2006-05-22,89349,158,0
26989,15,35,2006-11-27,9613.5,17,0
27066,6,35,2009-10-22,10744.5,19,0
27263,9,35,2005-05-26,21489,38,0
27475,9,35,2006-08-24,80301,142,0
27499,13,35,2005-09-27,88218,156,0
27612,25,35,2005-08-13,52026,92,0
27620,11,35,2006-06-03,10744.5,19,0
27668,29,35,2010-06-17,94438.5,167,0
27692,36,35,2010-06-26,98962.5,175,0
27808,15,35,2005-04-05,85390.5,151,0
27916,18,35,2010-04-10,24882,44,0
27969,15,35,2010-09-30,102355.5,181,0
28000,20,35,2007-04-13,55984.5,99,0
28028,12,35,2007-09-09,54853.5,97,0
28160,19,35,2008-07-14,87087,154,0
28238,32,35,2005-09-02,62770.5,111,0
28477,38,35,2009-05-03,22620,40,0
28484,36,35,2010-06-11,15268.5,27,0
28502,27,35,2007-12-19,76908,136,0
28588,6,35,2006-12-19,74080.5,131,0
28812,28,35,2006-04-21,19792.5,35,0
28904,27,35,2005-04-25,64467,114,0
28977,36,35,2006-03-02,65598,116,0
28987,15,35,2007-08-09,5655,10,0
28989,15,35,2005-08-09,95569.5,169,0
29031,31,35,2006-07-11,67294.5,119,0
29074,4,35,2009-02-28,41281.5,73,0
29120,39,35,2007-02-10,61074,108,0
29171,20,35,2006-01-13,110272.5,195,0
29209,23,35,2008-12-14,59377.5,105,0
29294,9,35,2006-01-30,81432,144,0
29377,12,35,2005-09-14,15268.5,27,0
29385,30,35,2009-02-19,48633,86,0
29388,30,35,2005-02-19,53157,94,0
29393,18,35,2006-09-04,68425.5,121,0
29467,14,35,2005-07-17,101224.5,179,0
29613,27,35,2008-08-06,111969,198,0
29700,7,35,2006-07-25,78604.5,139,0
29836,37,35,2009-02-12,80866.5,143,0
29846,16,35,2007-11-16,39019.5,69,0
29862,24,35,2010-07-13,16399.5,29,0
29898,6,35,2008-06-29,27144,48,0
29937,2,35,2010-07-13,103486.5,183,0
29949,37,35,2010-06-12,79170,140,0
29989,28,35,2005-12-27,111403.5,197,0
30078,38,35,2008-12-31,70687.5,125,0
30079,23,35,2007-12-17,10744.5,19,0
30084,4,35,2006-03-03,110838,196,0
30248,14,35,2006-06-21,12441,22,0
30253,39,35,2005-09-29,22054.5,39,0
30418,10,35,2006-02-23,29971.5,53,0
30498,24,35,2007-08-21,9048,16,0
30526,35,35,2006-01-12,11875.5,21,0
30533,12,35,2009-07-11,107445,190,0
30542,21,35,2005-07-08,50329.5,89,0
30566,27,35,2005-02-20,35061,62,0
30837,6,35,2010-01-20,8482.5,15,0
30984,17,35,2007-09-29,70687.5,125,0
31061,15,35,2006-02-26,104617.5,185,0
31308,34,35,2006-09-26,31668,56,0
31343,6,35,2008-05-04,90480,160,0
31554,2,35,2008-11-09,68991,122,0
31559,18,35,2007-04-25,49198.5,87,0
31738,15,35,2005-09-20,41281.5,73,0
31871,16,35,2008-02-03,84259.5,149,0
31916,9,35,2006-04-02,70687.5,125,0
32176,18,35,2009-01-16,59943,106,0
32381,2,35,2009-08-15,65598,116,0
32405,1,35,2008-08-30,13006.5,23,0
32416,1,35,2005-05-16,7351.5,13,0
32497,29,35,2007-12-24,10744.5,19,0
32501,12,35,2007-08-19,56550,100,0
32549,18,35,2005-10-17,106879.5,189,0
32586,20,35,2006-01-01,111969,198,0
32592,28,35,2006-10-02,62205,110,0
32600,16,35,2005-02-27,93307.5,165,0
32627,31,35,2008-07-30,8482.5,15,0
32639,2,35,2007-05-16,7351.5,13,0
32640,36,35,2005-11-19,72949.5,129,0
32667,23,35,2010-10-06,48067.5,85,0
32708,33,35,2009-07-14,26013,46,0
32741,36,35,2006-07-24,24316.5,43,0
32768,24,35,2009-06-22,24882,44,0
32894,3,35,2008-05-23,20923.5,37,0
32950,1,35,2005-10-02,93307.5,165,0
33027,8,35,2005-11-23,74080.5,131,0
33288,3,35,2005-08-03,61074,108,0
33298,3,35,2008-08-03,46371,82,0
33305,24,35,2008-01-25,111969,198,0
33355,38,35,2007-07-03,30537,54,0
33558,25,35,2010-07-09,16399.5,29,0
33639,26,35,2007-02-16,48067.5,85,0
33674,4,35,2005-02-18,8482.5,15,0
33686,24,35,2006-01-25,7351.5,13,0
33795,4,35,2005-02-26,18661.5,33,0
33818,18,35,2007-01-26,32799,58,0
33826,14,35,2009-05-02,48633,86,0
33859,24,35,2008-01-24,11310,20,0
34030,4,35,2008-11-02,108576,192,0
34186,33,35,2006-01-29,50329.5,89,0
34272,28,35,2007-03-20,40150.5,71,0
34379,20,35,2006-10-25,102355.5,181,0
34404,1,35,2007-08-14,102355.5,181,0
34480,14,35,2006-10-12,11875.5,21,0
34649,34,35,2008-01-18,108010.5,191,0
34672,12,35,2005-06-21,79735.5,141,0
34683,40,35,2009-04-12,83128.5,147,0
34749,29,35,2010-03-28,11875.5,21,0
34794,30,35,2010-05-29,109707,194,0
34889,35,35,2007-03-02,22620,40,0
35035,22,35,2006-03-13,112534.5,199,0
