customer_SK,saleDate_SK,orderDate_SK,saleOrderAttributes_SK,amt,qty
26,1942,2158,37,35017.9,96
26,1943,2158,37,100388.6,253
26,1945,2158,37,50851.8,180
26,1946,2158,37,71094.9,187
26,1947,2158,37,81660.1,190
26,1948,2158,37,1178.4,11
26,1950,2158,37,10708.2,37
26,1951,2158,37,38842.4,122
26,1953,2158,37,80078.6,275
26,1955,2158,37,27583.4,138
26,1957,2158,37,53114.9,156
26,1959,2158,37,39948.1,141
26,1960,2158,37,15727.5,31
26,1962,2158,37,75475.7,218
26,1963,2158,37,165933.1,355
26,1964,2158,37,95026.8,165
26,1965,2158,37,67816.6,185
26,1966,2158,37,81168.5,253
26,1967,2158,37,97261.4,217
26,1969,2158,37,92102.2,185
26,1971,2158,37,54847.7,98
26,1972,2158,37,185307.7,358
26,1973,2158,37,39551.4,140
26,1975,2158,37,107530.5,190
26,1976,2158,37,24620.8,149
26,1978,2158,37,112883.5,329
26,1980,2158,37,71359.7,148
26,1981,2158,37,14231.3,61
26,1983,2158,37,127983.3,288
26,1985,2158,37,100953.3,204
26,1986,2158,37,53111.9,188
26,1987,2158,37,54753.5,244
26,1990,2158,37,276549.9,564
26,1991,2158,37,12596.9,73
26,1992,2158,37,18387.5,79
26,1993,2158,37,3141.8,11
26,1997,2158,37,34084.7,65
26,1998,2158,37,96335.1,196
26,1999,2158,37,18020.7,41
26,2000,2158,37,25772.1,172
26,2003,2158,37,33361.9,143
26,2006,2158,37,13648.3,68
26,2007,2158,37,181287.8,452
26,2009,2158,37,52281.3,107
26,2012,2158,37,49349.6,101
26,2013,2158,37,54942.3,190
26,2015,2158,37,46066.7,132
26,2017,2158,37,32959.0,191
26,2018,2158,37,162726.6,470
26,2019,2158,37,87180.7,206
26,2020,2158,37,181837.9,323
26,2021,2158,37,5948.6,36
26,2022,2158,37,128515.8,410
26,2023,2158,37,31255.2,90
26,2024,2158,37,118680.7,363
26,2025,2158,37,67640.6,252
26,2026,2158,37,53633.8,123
26,2029,2158,37,41850.1,139
26,2032,2158,37,71485.0,156
26,2034,2158,37,16713.5,35
26,2037,2158,37,10952.7,22
26,2039,2158,37,91270.1,198
26,2040,2158,37,19382.8,161
26,2042,2158,37,11734.1,68
26,2044,2158,37,19402.1,37
26,2045,2158,37,17698.1,131
26,2047,2158,37,31556.5,54
26,2048,2158,37,14008.7,44
26,2049,2158,37,72545.3,275
26,2050,2158,37,8700.0,67
26,2051,2158,37,54548.3,117
26,2052,2158,37,37537.5,217
26,2054,2158,37,59326.5,109
26,2055,2158,37,42821.5,84
26,2057,2158,37,49612.8,233
26,2060,2158,37,54972.3,101
26,2063,2158,37,64264.1,151
26,2065,2158,37,56012.2,278
26,2066,2158,37,137358.7,483
26,2067,2158,37,64967.1,165
26,2068,2158,37,35048.4,122
26,2069,2158,37,39339.2,196
26,2071,2158,37,89964.0,202
26,2072,2158,37,40590.0,82
26,2073,2158,37,22194.7,110
26,2075,2158,37,14767.8,31
26,2076,2158,37,53410.9,187
26,2077,2158,37,101470.0,200
26,2080,2158,37,24134.3,139
26,2081,2158,37,20265.4,197
26,2082,2158,37,59332.0,135
26,2083,2158,37,71955.3,160
26,2084,2158,37,139313.3,445
26,2085,2158,37,4877.5,21
26,2086,2158,37,65809.2,196
26,2087,2158,37,54171.8,136
26,2088,2158,37,70359.8,144
26,2089,2158,37,37999.1,126
26,2090,2158,37,12072.6,97
26,2091,2158,37,43658.3,174
26,2092,2158,37,12516.0,42
26,2093,2158,37,81538.1,291
26,2094,2158,37,29784.5,103
26,2098,2158,37,23152.6,68
26,2099,2158,37,86578.7,222
26,2100,2158,37,122675.7,230
26,2101,2158,37,51614.3,193
26,2103,2158,37,18308.8,141
26,2104,2158,37,54504.0,96
26,2106,2158,37,24912.8,176
26,2107,2158,37,69582.6,178
26,2108,2158,37,32600.2,123
26,2109,2158,37,48027.1,151
26,2110,2158,37,30112.8,74
26,2111,2158,37,65958.1,189
26,2112,2158,37,82511.8,179
26,2113,2158,37,93450.1,380
26,2114,2158,37,71102.6,123
26,2115,2158,37,126037.6,297
26,2116,2158,37,42452.6,98
26,2117,2158,37,85773.1,188
26,2118,2158,37,99246.4,182
26,2119,2158,37,53440.4,98
26,2120,2158,37,39471.1,144
26,2123,2158,37,97885.4,264
26,2124,2158,37,91404.0,224
26,2125,2158,37,102829.0,252
26,2126,2158,37,139542.9,300
26,2127,2158,37,2947.4,13
26,2128,2158,37,113369.7,194
27,2,19,4,93516.4,279
27,3,20,6,2805.5,12
27,3,20,33,28952.5,102
27,6,11,15,55952.1,175
27,8,23,7,7830.8,27
27,8,23,16,42434.1,93
27,9,37,23,59525.9,168
27,10,24,17,28612.5,62
27,10,24,35,20075.1,100
27,12,18,18,77757.8,133
27,12,18,36,49850.8,108
27,17,28,17,89590.8,291
27,17,28,35,23388.6,117
27,19,19,13,7283.8,44
27,19,19,31,34019.2,171
27,21,22,22,73855.9,145
27,22,38,14,29849.0,149
27,22,38,32,17887.8,77
27,25,24,35,4928.2,12
27,26,44,2,8254.9,22
27,27,54,36,23822.8,105
27,29,46,23,66044.5,113
27,29,46,32,64503.2,210
27,31,40,8,80609.1,247
27,31,40,35,14816.6,123
27,32,45,6,21206.5,176
27,36,46,31,51128.2,179
27,37,64,11,38016.2,65
27,39,59,9,64753.0,130
27,40,64,1,106626.9,284
27,42,68,11,45828.9,92
27,44,43,9,10497.4,52
27,46,69,9,30399.7,102
27,47,62,24,14533.5,88
27,48,70,27,54568.4,125
27,49,56,24,19062.8,82
27,52,57,22,52827.5,121
27,55,62,28,79162.8,186
27,56,75,15,81014.9,168
27,56,75,33,18877.9,46
27,57,67,32,15140.3,53
27,58,73,17,41080.3,90
27,59,64,31,7238.3,36
27,60,79,9,96275.1,232
27,60,79,18,23409.0,116
27,61,74,6,46182.0,79
27,63,84,4,74842.6,164
27,66,68,27,9955.9,50
27,69,96,33,22083.0,59
27,72,97,29,36288.4,127
27,73,81,13,19077.0,95
27,73,81,22,39480.9,124
27,74,90,14,51808.2,104
27,74,90,32,23963.6,47
27,75,97,7,22965.7,77
27,75,97,34,44423.1,177
27,77,85,15,54884.2,158
27,79,103,13,90308.5,209
27,80,84,31,8957.9,45
27,81,106,15,32244.3,75
27,81,106,33,64278.0,110
27,82,92,23,65704.6,129
27,83,100,21,44358.5,150
27,84,86,19,25170.1,111
27,84,86,28,91977.2,183
27,85,101,20,45281.8,121
27,86,99,16,64608.7,207
27,87,108,22,37321.9,136
27,88,108,15,23117.8,92
27,89,102,1,13251.6,110
27,89,102,19,21006.3,74
27,90,111,3,29812.1,105
27,90,111,12,17512.0,143
27,91,91,26,20075.0,46
27,92,117,2,17843.1,56
27,93,107,17,39341.2,111
27,93,107,26,27060.5,113
27,94,117,24,56440.4,117
27,95,105,16,3149.6,26
27,95,105,25,21668.0,131
27,97,113,19,10612.0,53
27,98,103,21,79477.2,146
27,98,103,30,28805.9,116
27,99,112,30,40292.7,79
27,100,105,14,64521.9,114
27,102,128,32,8451.1,69
27,103,119,35,37135.6,130
27,105,119,3,48838.2,107
27,105,119,12,45246.4,153
27,106,114,9,47582.4,85
27,106,114,18,6280.0,25
27,107,123,2,73652.9,126
27,107,123,20,85984.4,152
27,108,134,17,13815.4,55
27,109,135,13,72778.1,171
27,111,123,27,6142.8,27
27,112,122,1,33227.8,81
27,112,122,19,39695.6,213
27,113,129,18,61466.7,193
27,113,129,36,10927.3,44
27,114,134,36,81487.9,169
27,115,122,2,40003.6,140
27,116,123,13,8847.9,44
27,117,145,4,28543.3,67
27,117,145,22,76418.0,150
27,118,120,8,26538.1,89
27,118,120,17,4869.3,17
27,119,136,10,21422.8,43
27,123,122,21,15126.8,76
27,124,145,26,36362.2,123
27,125,124,22,8195.5,68
27,128,143,21,13039.6,79
27,129,136,4,19526.3,84
27,130,144,17,36730.8,182
27,130,144,35,25808.2,60
27,131,131,34,35691.1,74
27,133,139,8,8518.1,25
27,133,139,26,16879.5,68
27,133,139,35,19102.6,55
27,134,149,20,36447.2,129
27,135,142,24,56199.3,137
27,136,135,12,50185.0,115
27,138,143,3,32207.3,114
27,139,157,4,65341.4,130
27,139,157,22,88611.3,219
27,139,157,31,21436.1,175
27,140,160,18,21077.7,172
27,141,153,14,148456.8,341
27,142,153,1,69363.8,152
27,144,155,11,15529.0,34
27,144,155,29,58142.9,114
27,147,173,20,58147.5,126
27,148,176,36,52012.4,182
27,149,170,8,89826.9,165
27,149,170,35,40037.8,94
27,151,169,7,17716.3,50
27,153,160,11,96131.1,193
27,154,180,2,85574.9,168
27,154,180,29,101890.3,182
27,155,175,26,67926.7,120
27,156,173,12,106233.4,293
27,156,173,21,24491.4,108
27,157,182,25,57694.5,102
27,158,168,23,18689.2,68
27,159,182,23,83039.6,182
27,160,167,20,4517.5,12
27,162,168,2,51202.5,177
27,164,183,5,35172.0,118
27,166,190,23,5714.2,20
27,167,195,15,15097.2,30
27,168,179,27,15899.7,56
27,168,179,36,4608.6,13
27,169,186,27,20714.0,37
27,172,178,14,29031.0,128
27,173,178,26,37391.4,188
27,174,186,14,13060.2,65
27,175,187,22,17002.3,141
27,176,189,5,99512.6,198
27,176,189,14,23428.2,82
27,178,182,10,52562.0,177
27,178,182,28,32929.2,164
27,179,178,14,14293.9,50
27,179,178,32,16504.9,83
27,180,183,35,24477.0,53
27,181,208,8,14651.3,46
27,183,192,31,33132.0,165
27,184,194,5,109907.4,188
27,184,194,14,47929.8,82
27,186,190,32,64719.6,190
27,187,193,9,15540.7,94
27,187,193,27,31850.6,137
27,188,204,30,18478.2,33
27,189,200,24,19431.5,39
27,190,203,23,17913.7,63
27,190,203,32,48405.2,152
27,191,195,17,73839.9,180
27,191,195,35,56274.8,162
27,192,206,18,72846.4,143
27,193,208,20,28869.8,51
27,195,198,8,21721.3,76
27,195,198,26,99077.2,182
27,198,215,13,89219.2,175
27,198,215,31,29633.6,87
27,199,215,11,17792.7,89
27,200,216,33,15331.8,66
27,201,214,27,79237.8,140
27,202,231,4,28467.1,141
27,202,231,13,12683.2,29
27,203,230,26,5674.0,13
27,205,217,22,62519.4,137
27,207,211,6,56598.2,329
27,207,211,33,16084.4,32
27,209,212,16,31126.1,124
27,210,230,20,76185.6,214
27,212,218,16,45835.3,167
27,213,220,8,48016.2,117
27,213,220,26,39175.7,67
27,214,228,23,22997.4,99
27,216,223,7,10497.1,87
27,218,242,8,146694.0,274
27,218,242,17,28385.6,100
27,218,242,26,5152.2,18
27,220,241,5,22173.2,184
27,221,223,22,71180.6,156
27,223,244,27,17084.7,37
27,224,245,1,4975.3,20
27,224,245,10,61595.3,135
27,225,225,11,37696.1,74
27,226,234,5,42980.5,100
27,226,234,14,18517.9,91
27,226,234,23,13399.6,67
27,228,228,33,12902.9,78
27,229,243,27,14709.4,120
27,231,239,12,4952.6,41
27,232,243,14,90898.2,167
27,232,243,23,59899.1,107
27,237,250,5,80036.8,157
27,237,250,32,16100.8,71
27,238,262,10,56677.8,178
27,241,254,6,11396.1,69
27,241,254,33,61848.5,134
27,245,244,7,96242.8,257
27,245,244,34,117235.8,347
27,246,250,15,31351.9,190
27,246,250,33,13247.9,57
27,247,266,28,10238.2,52
27,248,253,11,36615.5,115
27,248,253,20,30223.3,152
27,252,275,18,58816.3,104
27,252,275,36,45350.6,91
27,254,263,6,15198.3,124
27,254,263,33,26634.3,97
27,255,260,28,22923.3,45
27,256,261,16,19458.3,56
27,257,260,1,41932.1,145
27,259,271,12,72216.4,193
27,262,276,24,41252.7,146
27,262,276,33,87198.1,189
27,264,276,26,21820.8,132
27,265,275,6,20971.4,48
27,265,275,15,5736.2,18
27,265,275,33,11252.1,30
27,266,288,4,48013.8,141
27,267,286,2,29693.8,151
27,268,278,16,22914.1,73
27,271,283,5,23141.3,140
27,271,283,14,33032.1,97
27,274,298,3,43417.5,152
27,274,298,21,7435.4,45
27,275,277,30,3142.6,11
27,281,280,18,49323.6,113
27,286,302,13,9544.5,38
27,287,312,18,11807.7,59
27,288,291,1,25099.7,55
27,289,302,28,24790.7,124
27,291,319,2,77466.3,249
27,293,300,27,6027.6,14
27,295,295,16,8330.9,69
27,297,297,8,18941.6,69
27,297,297,17,95009.3,197
27,298,323,5,48295.7,176
27,298,323,14,101254.3,186
27,298,323,32,47266.3,98
27,299,298,5,36819.9,63
27,299,298,23,99787.5,193
27,301,315,5,77955.1,153
27,302,320,35,76864.5,252
27,303,329,10,43549.3,77
27,303,329,28,30960.3,109
27,304,306,20,16518.3,137
27,304,306,29,25718.5,87
27,307,322,9,33566.1,148
27,307,322,36,29092.7,85
27,311,310,4,99138.9,199
27,312,330,18,20294.6,68
27,313,312,2,68109.3,200
27,313,312,11,19127.8,55
27,313,312,29,89184.9,196
27,315,327,13,82609.9,162
27,316,316,5,16691.7,49
27,316,316,32,6507.3,54
27,317,329,8,61366.1,133
27,317,329,17,38808.7,194
27,318,324,21,63260.6,113
27,320,345,1,92551.2,170
27,321,332,1,95435.7,286
27,321,332,28,46667.4,170
27,323,331,31,3766.7,15
27,324,337,4,74057.7,175
27,324,337,31,94141.6,189
27,325,324,1,55747.7,187
27,326,331,3,27791.0,139
27,326,331,12,14137.2,50
27,328,351,31,84493.0,239
27,329,341,4,22446.5,99
27,329,341,22,49754.9,114
27,329,341,31,18773.9,93
27,330,331,17,57038.5,125
27,331,355,1,58508.0,103
27,331,355,10,63955.4,238
27,333,339,17,81817.5,140
27,334,348,30,98629.0,198
27,335,334,21,63578.1,155
27,335,334,30,21964.5,80
27,336,354,16,55423.5,127
27,336,354,34,41729.7,98
27,337,352,6,92597.3,169
27,337,352,24,58248.3,103
27,337,352,33,38734.2,131
27,338,347,25,21782.3,40
27,341,346,1,31863.4,73
27,343,344,15,56697.2,196
27,344,344,8,92925.4,166
27,344,344,26,32729.7,56
27,345,350,15,1653.3,10
27,346,375,23,71241.0,146
27,346,375,32,5588.3,16
27,349,368,36,36738.3,162
27,351,369,19,13705.6,43
27,351,369,28,103710.7,195
27,352,359,15,15284.9,27
27,353,373,9,10285.4,29
27,354,364,18,19792.5,99
27,357,383,3,13853.6,30
27,357,383,12,28143.9,81
27,357,383,30,12982.1,50
27,365,372,24,40581.5,142
27,366,368,24,4938.2,12
27,367,369,8,23695.6,118
27,368,386,28,10420.6,85
27,369,369,5,25740.8,44
27,370,385,14,98317.7,193
27,371,372,10,110442.0,189
27,371,372,28,10138.5,35
27,373,386,9,78316.9,134
27,374,374,27,28998.3,91
27,375,399,11,40039.7,141
27,376,385,2,29312.5,118
27,376,385,29,30823.2,155
27,377,378,14,72779.8,171
27,379,388,18,13591.2,111
27,379,388,36,24083.3,200
27,380,385,22,37572.4,177
27,381,391,1,28613.2,62
27,385,407,6,45966.9,108
27,385,407,15,7460.5,21
27,386,397,7,97280.9,191
27,386,397,25,37022.8,131
27,386,397,34,101381.5,279
27,388,408,16,24263.5,57
27,389,392,12,27696.7,60
27,389,392,21,3758.8,11
27,390,389,5,19488.5,159
27,391,391,14,78113.8,179
27,391,391,23,72968.2,129
27,394,412,14,57047.2,161
27,395,418,7,33635.6,79
27,396,404,19,157734.5,331
27,397,423,2,11537.5,39
27,397,423,20,63175.5,131
27,397,423,29,44865.5,88
27,398,427,13,109169.0,280
27,398,427,31,3484.3,14
27,399,412,10,25132.8,43
27,400,423,16,18000.2,147
27,400,423,25,56744.4,132
27,404,417,1,36662.9,76
27,404,417,19,141841.0,266
27,404,417,28,70142.5,171
27,405,427,8,56420.8,117
27,405,427,35,35678.4,130
27,408,407,34,22948.4,45
27,410,423,19,53525.8,111
27,413,413,20,12145.4,61
27,414,437,21,3602.0,18
27,414,437,30,4311.1,19
27,415,441,6,76563.3,131
27,415,441,24,17198.5,104
27,415,441,33,31536.6,127
27,416,432,18,17412.0,87
27,417,439,6,46827.1,94
27,418,417,6,84919.6,150
27,419,426,18,25768.2,59
27,420,421,18,75992.3,342
27,422,425,23,54382.7,93
27,423,448,24,42699.7,73
27,424,445,3,55508.8,276
27,424,445,21,11320.3,20
27,427,440,13,91616.5,162
27,428,443,23,9697.2,21
27,429,434,17,87129.4,149
27,430,451,21,45213.9,98
27,433,434,12,42828.2,156
27,433,434,21,54137.6,159
27,433,434,30,34549.8,61
27,434,441,13,68405.8,117
27,436,465,8,12322.6,22
27,436,465,17,21086.2,105
27,436,465,26,48265.2,170
27,437,453,20,34405.1,175
27,438,443,8,56615.4,133
27,440,457,25,42671.5,104
27,444,459,16,13484.2,36
27,444,459,25,3092.7,25
27,444,459,34,88829.4,152
27,446,454,11,30740.0,186
27,446,454,20,7231.3,25
27,447,474,25,84385.1,175
27,448,469,14,25119.5,100
27,449,470,3,15545.6,129
27,449,470,12,62483.3,198
27,449,470,30,61128.9,176
27,450,466,31,56205.3,198
27,452,479,2,38173.8,102
27,452,479,11,11318.7,20
27,459,486,8,87450.3,174
27,461,477,19,40150.3,200
27,461,477,28,124814.1,245
27,462,482,18,28281.5,103
27,463,481,3,31522.9,111
27,465,492,36,11803.9,60
27,466,491,11,9576.2,58
27,466,491,20,57018.6,139
27,467,485,31,45140.0,158
27,468,482,6,30074.9,153
27,468,482,24,45133.4,158
27,468,482,33,13801.4,55
27,469,484,22,34733.7,102
27,470,479,17,52002.0,182
27,471,484,4,25462.9,68
27,471,484,13,42686.2,73
27,473,484,5,18190.2,110
27,473,484,14,56767.6,200
27,477,487,22,73212.7,172
27,477,487,31,52351.8,181
27,478,497,26,65643.7,205
27,479,486,3,76302.2,186
27,481,497,6,34707.1,62
27,484,494,26,63580.2,231
27,485,494,19,4104.3,34
27,486,489,22,72883.0,283
27,486,489,31,42866.4,145
27,487,502,14,13382.3,42
27,491,510,27,29900.6,60
27,492,494,9,75212.3,163
27,492,494,18,21838.3,111
27,492,494,27,30118.3,85
27,493,518,5,1973.9,16
27,496,514,22,92149.1,185
27,498,520,2,45061.2,108
27,499,517,1,27256.9,135
27,499,517,10,9165.7,21
27,500,514,24,120404.3,335
27,501,505,13,45150.2,105
27,504,517,26,29410.8,59
27,505,521,29,81166.2,145
27,506,516,10,47244.2,111
27,507,531,32,101693.4,174
27,510,527,23,16562.0,82
27,510,527,32,3864.2,14
27,511,518,16,3981.9,24
27,512,539,12,80459.5,189
27,513,512,2,23968.0,41
27,513,512,29,68486.6,121
27,514,530,10,18367.1,91
27,514,530,19,26933.7,76
27,516,539,8,54840.4,184
27,517,545,34,44559.3,154
27,519,523,22,31931.5,113
27,519,523,31,30452.2,66
27,522,526,2,7230.9,25
27,522,526,20,15431.6,126
27,525,554,12,38431.3,134
27,525,554,21,53776.0,137
27,526,546,25,42814.5,148
27,527,545,17,7679.7,38
27,528,546,9,27365.8,109
27,529,556,5,82461.8,171
27,529,556,23,33715.0,118
27,532,553,33,8930.8,54
27,533,541,18,26318.0,131
27,535,548,18,22320.5,41
27,535,548,36,5068.9,17
27,536,555,32,14874.2,90
27,537,566,13,7780.1,39
27,537,566,22,38783.4,194
27,539,557,4,18735.2,55
27,542,566,2,17485.3,87
27,542,566,20,124418.1,327
27,543,558,8,22077.8,95
27,543,558,35,53795.1,196
27,545,567,8,51576.7,120
27,545,567,26,36700.4,158
27,546,556,21,70150.0,120
27,546,556,30,40186.5,118
27,548,558,35,70718.8,155
27,550,570,21,12205.8,61
27,550,570,30,25503.2,50
27,551,554,7,22289.6,135
27,551,554,16,64631.0,171
27,552,573,4,38579.0,135
27,552,573,31,17220.0,46
27,554,553,3,22944.9,139
27,557,576,23,9757.8,59
27,559,579,23,62964.2,138
27,561,565,27,87619.4,192
27,561,565,36,70126.4,152
27,562,586,15,34069.9,107
27,564,583,8,41167.9,164
27,564,583,35,37735.3,152
27,566,569,23,52539.7,165
27,566,569,32,89725.5,176
27,567,576,30,16751.6,139
27,568,577,20,37116.3,186
27,568,577,29,26965.4,72
27,569,580,4,17314.1,88
27,570,576,16,15589.4,38
27,571,574,25,34303.2,125
27,572,585,5,10660.4,25
27,572,585,32,85840.0,185
27,573,586,5,77495.6,152
27,573,586,23,57605.3,146
27,573,586,32,48642.6,140
27,576,590,29,17624.0,41
27,577,585,26,39255.1,169
27,579,606,13,32623.3,164
27,580,599,29,49245.4,87
27,581,586,18,84422.4,357
27,581,586,36,138037.6,354
27,583,605,7,101754.0,328
27,583,605,34,7442.9,45
27,584,604,8,39170.3,115
27,584,604,35,5291.8,43
27,585,614,15,53507.9,151
27,586,607,29,24772.7,126
27,587,598,27,29955.6,55
27,588,600,14,20453.6,88
27,590,604,21,36763.9,162
27,591,596,1,77039.4,181
27,592,617,13,13528.3,68
27,594,596,33,22764.0,77
27,595,624,26,95992.4,191
27,595,624,35,16895.8,68
27,596,615,11,22822.3,67
27,597,618,14,10577.4,21
27,599,623,34,52455.2,176
27,600,613,7,49229.6,87
27,601,607,6,84872.5,176
27,601,607,24,12410.4,35
27,602,629,6,27906.1,120
27,602,629,15,67874.8,242
27,602,629,24,8248.9,29
27,607,623,1,10908.6,66
27,607,623,10,25550.8,60
27,609,637,20,31255.1,108
27,609,637,29,29409.3,54
27,610,633,11,34808.9,177
27,610,633,20,35790.1,101
27,610,633,29,25092.9,100
27,612,631,22,7325.2,17
27,614,627,3,30487.3,86
27,614,627,12,2028.5,10
27,615,621,10,10811.8,43
27,616,645,27,56694.7,196
27,617,645,18,21687.5,108
27,618,629,7,37133.8,184
27,619,637,12,62257.6,188
27,619,637,21,11410.1,48
27,621,624,16,45557.2,84
27,622,636,6,87602.1,172
27,622,636,15,108862.9,200
27,623,652,27,53833.8,155
27,624,647,1,20079.2,44
27,625,649,27,58224.4,171
27,628,639,11,62146.9,146
27,628,639,20,22689.1,47
27,629,630,2,7534.9,30
27,631,634,25,7719.4,31
27,632,645,2,61153.7,192
27,633,653,7,23152.8,140
27,635,635,11,9171.2,21
27,636,656,7,67743.8,195
27,637,648,32,72650.7,224
27,638,637,5,75663.0,164
27,638,637,23,104745.0,263
27,638,637,32,62872.7,168
27,642,668,36,8942.0,36
27,644,644,1,12008.3,42
27,645,671,9,11577.5,24
27,646,654,4,57556.4,113
27,646,654,13,6889.4,16
27,648,665,6,76627.7,180
27,648,665,24,49256.7,98
27,651,662,30,68950.3,158
27,652,676,2,105917.8,280
27,652,676,11,73267.0,369
27,653,653,34,11156.1,56
27,654,663,36,57359.8,111
27,655,683,34,38210.1,110
27,656,672,18,25161.7,87
27,656,672,27,10249.1,62
27,656,672,36,75683.4,164
27,657,676,18,17882.5,60
27,658,677,23,24212.4,121
27,659,666,30,191114.9,343
27,660,662,24,7542.7,15
27,664,679,7,14151.2,31
27,665,668,6,53814.9,169
27,665,668,24,87111.8,154
27,666,685,21,63239.3,169
27,669,672,28,18579.1,74
27,670,673,5,95842.6,164
27,671,677,18,45839.0,90
27,673,695,17,90026.4,154
27,674,693,12,30972.7,53
27,674,693,21,25437.8,86
27,675,696,2,118467.2,262
27,675,696,20,11064.1,67
27,675,696,29,29863.2,101
27,676,687,15,24148.1,88
27,677,705,29,26668.6,65
27,678,684,6,7319.8,16
27,678,684,15,45789.7,162
27,678,684,24,51135.7,173
27,678,684,33,29638.4,149
27,679,693,7,21803.9,109
27,679,693,34,20861.0,106
27,680,686,8,23340.8,120
27,685,696,11,50477.7,99
27,685,696,20,11309.7,56
27,686,714,15,53146.2,142
27,689,695,35,40173.8,92
27,690,714,18,18376.9,91
27,690,714,36,74084.4,131
27,691,708,18,63646.7,129
27,692,691,36,95877.2,164
27,693,700,12,65678.2,167
27,697,719,6,24295.2,84
27,697,719,33,100870.5,198
27,699,702,32,2821.0,17
27,700,715,19,17667.7,88
27,701,721,16,28569.1,123
27,701,721,25,85616.1,306
27,701,721,34,65566.0,243
27,702,713,29,4798.7,29
27,703,704,17,19375.3,96
27,704,715,15,13009.2,108
27,705,723,22,15931.8,81
27,705,723,31,49964.6,182
27,707,711,32,4469.9,27
27,708,713,25,23974.6,41
27,709,730,6,25368.9,129
27,710,716,3,47143.5,165
27,712,736,8,56335.6,189
27,712,736,26,58621.4,127
27,713,713,17,50633.5,105
27,714,716,9,40189.4,118
27,714,716,18,43821.8,147
27,715,717,31,52504.0,266
27,716,715,11,67910.6,158
27,716,715,29,85355.7,185
27,717,728,9,72339.1,142
27,717,728,36,8315.2,18
27,718,721,8,25029.4,124
27,720,738,14,9978.1,20
27,720,738,32,30927.9,67
27,721,726,7,49228.4,87
27,721,726,16,56792.4,204
27,722,738,14,83039.7,142
27,722,738,32,51582.9,120
27,723,730,34,37868.9,167
27,724,752,27,7797.1,31
27,724,752,36,12589.4,64
27,725,749,3,55395.8,135
27,726,742,8,29705.7,180
27,726,742,26,35418.0,178
27,729,731,29,62733.7,197
27,731,743,9,45634.0,100
27,731,743,27,59651.7,102
27,732,750,3,19894.6,39
27,732,750,30,10352.8,19
27,733,759,24,2168.1,11
27,735,745,10,26136.6,52
27,735,745,19,13027.5,27
27,737,748,16,144010.8,350
27,739,764,5,24970.0,127
27,740,751,18,13330.9,66
27,741,757,10,32439.6,163
27,745,774,1,6737.2,18
27,745,774,28,7052.6,14
27,746,765,28,65131.4,219
27,747,770,29,16588.5,33
27,748,760,33,48601.3,172
27,751,758,7,23400.7,117
27,752,776,14,122229.4,306
27,752,776,32,99065.1,175
27,754,756,9,86399.3,198
27,754,756,18,42942.9,203
27,754,756,36,54963.8,94
27,755,767,4,17358.7,105
27,755,767,13,104518.0,199
27,756,755,2,38723.8,156
27,757,779,10,19501.3,86
27,757,779,19,14004.3,70
27,758,779,16,51598.2,188
27,758,779,25,14765.1,52
27,759,785,19,10168.1,37
27,762,787,34,90805.0,199
27,763,767,6,31654.4,112
27,763,767,24,31359.0,135
27,764,772,9,10522.5,18
27,765,772,6,23688.8,118
27,766,773,13,16583.3,73
27,766,773,22,134365.1,247
27,766,773,31,54160.1,126
27,769,774,35,31785.5,261
27,770,798,9,23102.3,115
27,770,798,36,29256.3,50
27,771,782,17,68127.4,315
27,773,789,5,21841.0,39
27,773,789,23,17698.0,89
27,774,781,2,46024.7,123
27,775,787,22,5719.6,20
27,776,793,1,142877.8,275
27,776,793,10,42571.8,99
27,777,785,22,3802.5,23
27,779,784,34,4864.6,14
27,780,799,6,100025.0,199
27,780,799,24,9049.0,32
27,781,794,24,39458.2,139
27,782,784,27,19743.4,62
27,784,810,34,62757.8,146
27,785,786,35,26948.5,116
27,786,798,6,71387.4,148
27,786,798,15,18883.3,154
27,788,794,2,26024.5,112
27,788,794,29,70234.5,165
27,790,806,33,52567.1,109
27,791,798,35,49831.6,108
27,792,820,21,20651.2,73
27,793,818,6,109806.2,232
27,804,823,15,57063.6,193
27,804,823,24,73931.8,172
27,805,820,10,11347.0,32
27,805,820,19,28010.9,102
27,807,831,4,23856.3,80
27,808,822,9,78606.6,179
27,809,819,22,57516.3,193
27,809,819,31,16150.8,35
27,811,839,5,24480.2,48
27,811,839,14,27479.1,47
27,812,828,35,105168.9,220
27,815,828,5,25082.2,67
27,817,842,3,105245.9,180
27,817,842,21,15060.2,60
27,817,842,30,76127.7,136
27,818,838,9,47990.2,161
27,818,838,27,19612.5,39
27,821,828,36,67741.8,133
27,822,839,4,60828.8,121
27,824,838,5,61979.6,169
27,825,847,3,46389.0,169
27,826,854,31,61367.2,133
27,828,857,15,14307.9,57
27,829,839,17,12928.4,65
27,829,839,26,51108.5,112
27,832,850,16,26042.6,129
27,834,849,31,11924.4,28
27,836,862,26,32097.9,159
27,837,856,9,44418.5,76
27,837,856,18,40656.9,162
27,838,853,5,52135.1,113
27,839,840,27,53840.8,118
27,839,840,36,24075.9,43
27,840,857,18,50240.4,177
27,842,854,2,102883.0,176
27,843,866,20,42009.5,148
27,846,862,10,5072.2,17
27,846,862,28,6264.3,51
27,847,873,33,6939.6,15
27,848,872,10,54906.2,97
27,848,872,19,163112.9,380
27,849,860,7,21600.4,107
